obs_angvel_0,obs_angvel_1,obs_angvel_2,obs_gravity_0,obs_gravity_1,obs_gravity_2,obs_command_0,obs_command_1,obs_command_2,obs_dofpos_0,obs_dofpos_1,obs_dofpos_2,obs_dofpos_3,obs_dofpos_4,obs_dofpos_5,obs_dofpos_6,obs_dofpos_7,obs_dofpos_8,obs_dofpos_9,obs_dofpos_10,obs_dofpos_11,obs_dofpos_12,obs_dofpos_13,obs_dofpos_14,obs_dofpos_15,obs_dofvel_0,obs_dofvel_1,obs_dofvel_2,obs_dofvel_3,obs_dofvel_4,obs_dofvel_5,obs_dofvel_6,obs_dofvel_7,obs_dofvel_8,obs_dofvel_9,obs_dofvel_10,obs_dofvel_11,obs_dofvel_12,obs_dofvel_13,obs_dofvel_14,obs_dofvel_15,obs_action_0,obs_action_1,obs_action_2,obs_action_3,obs_action_4,obs_action_5,obs_action_6,obs_action_7,obs_action_8,obs_action_9,obs_action_10,obs_action_11,obs_action_12,obs_action_13,obs_action_14,obs_action_15,
-0.105543,-0.0389404,0.0390002,0,0,-1,-0.1,0,0,0.0236548,0.788209,-1.60896,0.775694,0.0284447,0.797622,-1.59127,0.626119,0.0256717,-0.815334,1.60746,-1.20199,0.0304119,-0.809732,1.59098,-1.24922,0.119763,-0.168018,-0.31154,1.13395,0.120717,-0.0252186,-0.278554,0.679306,0.185873,-0.265824,0.424772,-0.426418,0.185289,0.0223715,0.437131,-1.46169,-0.0208005,-0.0212113,0.284926,-0.622032,0.179508,-0.0426571,0.349005,-0.373326,0.122435,-0.102516,-0.401435,-0.433569,-0.0233977,-0.102744,-0.28158,-0.302224,
-0.0853718,-0.0322069,0.0329233,0,0,-1,-0.1,0,0,0.0246013,0.786758,-1.61167,0.785336,0.029399,0.797346,-1.59383,0.632324,0.0271409,-0.817525,1.6111,-1.2062,0.0318823,-0.809573,1.59478,-1.26208,0.109945,-0.172753,-0.323821,1.13315,0.110716,-0.0429315,-0.317406,0.777497,0.164303,-0.26632,0.45752,-0.557716,0.165681,0.0184897,0.450671,-1.55758,-0.0226104,-0.0184751,0.287245,-0.634862,0.187116,-0.0460493,0.371763,-0.381138,0.114396,-0.100483,-0.409699,-0.439662,-0.0136621,-0.105926,-0.307112,-0.306411,
-0.0779226,-0.0242642,0.0227309,0,0,-1,-0.1,0,0,0.0255433,0.785353,-1.61444,0.794358,0.0302867,0.796883,-1.59663,0.639339,0.028405,-0.819691,1.61462,-1.21112,0.0332207,-0.809395,1.59856,-1.27571,0.113671,-0.178031,-0.32541,1.11892,0.113674,-0.0721254,-0.330211,0.86122,0.153691,-0.247279,0.434096,-0.609126,0.152028,0.0275321,0.434911,-1.6432,-0.0247052,-0.011084,0.295684,-0.645031,0.194046,-0.0405113,0.398294,-0.380188,0.104971,-0.0944196,-0.427175,-0.434481,-0.00312337,-0.111095,-0.332311,-0.298586,
-0.0754621,-0.0181982,0.017723,0,0,-1,-0.1,0,0,0.0261699,0.784265,-1.61622,0.800479,0.0309048,0.796451,-1.59854,0.64403,0.0292986,-0.821013,1.61698,-1.21462,0.034032,-0.809188,1.6009,-1.28406,0.115744,-0.184368,-0.323849,1.10622,0.114462,-0.0728113,-0.350785,0.838205,0.146619,-0.233464,0.422076,-0.663008,0.145566,0.0416822,0.41331,-1.68897,-0.0268407,-0.00735017,0.297228,-0.659189,0.19774,-0.0358876,0.419614,-0.384855,0.101008,-0.0901602,-0.438903,-0.439712,0.00260429,-0.119083,-0.353643,-0.299285,
-0.0740926,-0.00981678,0.0132574,0,0,-1,-0.1,0,0,0.0270472,0.782836,-1.61863,0.809246,0.0318377,0.795927,-1.60127,0.650174,0.0303748,-0.822669,1.62025,-1.21993,0.0351,-0.80885,1.60393,-1.29782,0.117725,-0.196062,-0.317489,1.08546,0.117579,-0.0751937,-0.356223,0.789327,0.140723,-0.208471,0.397263,-0.749666,0.139215,0.023384,0.426701,-1.72087,-0.0266626,-0.00381771,0.298089,-0.665401,0.200463,-0.0356316,0.431918,-0.386158,0.0986546,-0.0880453,-0.445796,-0.441415,0.00515114,-0.121462,-0.3617,-0.298461,
-0.0738989,-0.000822367,0.00909421,0,0,-1,-0.1,0,0,0.0279361,0.781322,-1.62097,0.817254,0.0327249,0.795319,-1.60391,0.655915,0.0314084,-0.8241,1.62311,-1.22594,0.0361264,-0.808731,1.60692,-1.31017,0.118725,-0.205672,-0.305205,1.04562,0.118584,-0.0870492,-0.347624,0.745831,0.134548,-0.173293,0.364031,-0.848861,0.134461,0.00422203,0.384061,-1.58923,-0.0290587,0.00735813,0.305259,-0.670127,0.203014,-0.029257,0.446937,-0.37907,0.095936,-0.0844947,-0.457406,-0.433235,0.00820948,-0.12509,-0.376869,-0.290206,
-0.0693858,0.00761579,0.00448857,0,0,-1,-0.1,0,0,0.0288761,0.779746,-1.62318,0.825373,0.0336046,0.794605,-1.60663,0.661361,0.0323778,-0.825302,1.62585,-1.23271,0.0371503,-0.808775,1.60986,-1.32244,0.115853,-0.213053,-0.286774,0.984165,0.115724,-0.102283,-0.332253,0.708866,0.124122,-0.129444,0.323016,-0.949704,0.121656,-0.0179376,0.361969,-1.49695,-0.0293225,0.0152823,0.31016,-0.675638,0.205807,-0.0266619,0.454186,-0.383229,0.0964023,-0.0857887,-0.46311,-0.430727,0.00659028,-0.122293,-0.381109,-0.294735,
-0.0660527,0.0157054,0.00362846,0,0,-1,-0.1,0,0,0.0297163,0.77802,-1.62541,0.832505,0.0344981,0.793712,-1.60903,0.66686,0.0333262,-0.826106,1.62809,-1.24072,0.0380268,-0.808873,1.61233,-1.33337,0.107722,-0.216979,-0.270973,0.918082,0.107502,-0.120179,-0.307636,0.664193,0.113566,-0.0882195,0.278546,-1.04396,0.112679,-0.00657624,0.305063,-1.43317,-0.0307374,0.0244162,0.314862,-0.682376,0.208461,-0.021546,0.461588,-0.383843,0.0978485,-0.0897302,-0.470164,-0.427431,0.00599425,-0.122152,-0.38803,-0.297061,
-0.0611165,0.0225893,0.00279668,0,0,-1,-0.1,0,0,0.0305291,0.776268,-1.62749,0.839504,0.0353095,0.792768,-1.61148,0.671856,0.0341799,-0.826635,1.6301,-1.24938,0.0388744,-0.808851,1.61455,-1.34472,0.0961851,-0.219381,-0.249322,0.832736,0.0960248,-0.113961,-0.286692,0.54021,0.100847,-0.0534045,0.237417,-1.11244,0.100223,0.0124887,0.253156,-1.41044,-0.0287303,0.0336882,0.319605,-0.683587,0.211094,-0.0172414,0.463101,-0.385632,0.0998998,-0.0950885,-0.474414,-0.42249,0.00221892,-0.122228,-0.38732,-0.301037,
-0.0519476,0.0294021,0.000383489,0,0,-1,-0.1,0,0,0.0312398,0.774519,-1.6295,0.845764,0.0360189,0.791932,-1.61383,0.675318,0.0349154,-0.826962,1.63198,-1.25853,0.0396436,-0.808631,1.61645,-1.3567,0.0821803,-0.216369,-0.226185,0.733579,0.0821468,-0.0872869,-0.266602,0.344508,0.0832759,-0.0184319,0.191975,-1.15961,0.081569,0.0386349,0.197996,-1.41116,-0.0265112,0.0445024,0.324637,-0.681542,0.213115,-0.0142684,0.463353,-0.380972,0.103422,-0.099424,-0.479094,-0.413719,-0.00179787,-0.122736,-0.383841,-0.29944,
-0.0454801,0.03385,-0.00212802,0,0,-1,-0.1,0,0,0.0318844,0.772711,-1.63122,0.851485,0.0366634,0.791288,-1.61586,0.677499,0.0355486,-0.826972,1.63334,-1.26858,0.0402301,-0.808204,1.61782,-1.36804,0.0703778,-0.20801,-0.204056,0.61572,0.0704673,-0.0761646,-0.240997,0.18659,0.0668167,0.0132722,0.151564,-1.20333,0.0663331,0.0664999,0.14875,-1.42533,-0.0233128,0.0550046,0.329521,-0.679845,0.215055,-0.0137059,0.462936,-0.372082,0.108192,-0.104837,-0.483121,-0.405069,-0.00613654,-0.121946,-0.375838,-0.293763,
-0.041232,0.0357839,-0.00374506,0,0,-1,-0.1,0,0,0.0322198,0.77169,-1.6322,0.854359,0.0369986,0.790918,-1.61702,0.678222,0.0358592,-0.826834,1.63403,-1.27467,0.0405371,-0.80778,1.61849,-1.37592,0.0641649,-0.200091,-0.190223,0.538286,0.0642146,-0.0726133,-0.224543,0.111852,0.0580645,0.0341124,0.128177,-1.22719,0.0574331,0.085345,0.120486,-1.4372,-0.0198227,0.06569,0.334138,-0.677004,0.216086,-0.0102704,0.461165,-0.360624,0.112094,-0.110404,-0.487996,-0.393808,-0.00966267,-0.121744,-0.367998,-0.283266,
-0.0332106,0.0378912,-0.00558166,0,0,-1,-0.1,0,0,0.0327126,0.77005,-1.63371,0.858356,0.0374907,0.79029,-1.61877,0.678695,0.036283,-0.826436,1.63495,-1.28528,0.0409563,-0.806984,1.61931,-1.3875,0.0521774,-0.186458,-0.166998,0.409816,0.0515546,-0.0762381,-0.20497,0.0514974,0.0424183,0.0632321,0.0909768,-1.26626,0.0419481,0.111339,0.0763407,-1.45445,-0.0179241,0.0713705,0.337347,-0.675937,0.217089,-0.00834109,0.460187,-0.354387,0.113976,-0.11407,-0.491198,-0.386702,-0.0117473,-0.123037,-0.364451,-0.276288,
-0.0264114,0.0381098,-0.00701318,0,0,-1,-0.1,0,0,0.0331522,0.768348,-1.63516,0.861571,0.0379276,0.78925,-1.62048,0.679763,0.0366156,-0.825665,1.63562,-1.29754,0.0412841,-0.805773,1.6198,-1.40142,0.0410691,-0.171453,-0.140468,0.271463,0.0409422,-0.135804,-0.158261,0.155754,0.0285775,0.0956802,0.0535648,-1.30801,0.0281305,0.1411,0.0314871,-1.47433,-0.0150547,0.0799278,0.340191,-0.674618,0.217635,-0.00449641,0.457664,-0.347851,0.116509,-0.121658,-0.495002,-0.378822,-0.0139531,-0.124305,-0.35962,-0.267729,
-0.0201854,0.0385749,-0.00767373,0,0,-1,-0.1,0,0,0.0334407,0.767052,-1.63614,0.863205,0.0382144,0.788118,-1.62163,0.681164,0.0367897,-0.824807,1.63592,-1.30808,0.041464,-0.804636,1.61991,-1.41323,0.0309901,-0.152699,-0.124678,0.143487,0.0309064,-0.160964,-0.132203,0.181353,0.0179428,0.116068,0.0235274,-1.31979,0.0169466,0.155306,0.00595852,-1.47806,-0.0123876,0.0881172,0.342395,-0.674939,0.218048,0.00598323,0.453098,-0.345762,0.117686,-0.132528,-0.500396,-0.371194,-0.0153155,-0.130251,-0.359242,-0.2591,
-0.0130902,0.0399269,-0.00783847,0,0,-1,-0.1,0,0,0.0336486,0.765908,-1.63713,0.863834,0.0384217,0.786672,-1.6226,0.682595,0.0368885,-0.823877,1.6361,-1.31867,0.0415561,-0.803236,1.61977,-1.42496,0.0211979,-0.134126,-0.110583,0.0212178,0.0211816,-0.176284,-0.112389,0.171242,0.00610774,0.122707,0.0019857,-1.30367,0.00650928,0.168671,-0.0270659,-1.46054,-0.00993576,0.0931031,0.343256,-0.672823,0.218597,0.0106431,0.448901,-0.345491,0.118445,-0.140191,-0.502557,-0.364505,-0.0170458,-0.133737,-0.358341,-0.252919,
-0.00889693,0.0402927,-0.00834264,0,0,-1,-0.1,0,0,0.0337564,0.765148,-1.63777,0.863677,0.0385289,0.785595,-1.62323,0.683559,0.0369034,-0.823145,1.63609,-1.32644,0.0415713,-0.80221,1.61956,-1.4337,0.015218,-0.11949,-0.102501,-0.0673606,0.0151503,-0.181095,-0.100804,0.148251,-0.000608226,0.121272,-0.00620041,-1.28496,-0.000662658,0.172745,-0.0413721,-1.45227,-0.00750048,0.0981276,0.345177,-0.671158,0.219515,0.0156703,0.44467,-0.344729,0.119701,-0.147243,-0.503501,-0.359082,-0.0185534,-0.136437,-0.353933,-0.246636,
-0.00380862,0.0400183,-0.00914092,0,0,-1,-0.1,0,0,0.0338435,0.764324,-1.6385,0.862747,0.0386155,0.784228,-1.62394,0.684515,0.0368671,-0.822225,1.63598,-1.336,0.0415349,-0.800893,1.61918,-1.44454,0.00855723,-0.10137,-0.0936887,-0.173091,0.00849668,-0.182415,-0.0883135,0.107425,-0.00848703,0.123935,-0.0214281,-1.26564,-0.00814593,0.173171,-0.0549115,-1.43232,-0.0059733,0.101671,0.347092,-0.669497,0.220369,0.0192796,0.442789,-0.34276,0.119853,-0.15094,-0.505097,-0.35332,-0.0189981,-0.137947,-0.351589,-0.239479,
-0.00113749,0.0387051,-0.0100226,0,0,-1,-0.1,0,0,0.0338875,0.763561,-1.63926,0.860749,0.0386588,0.782695,-1.62463,0.685168,0.0367585,-0.821163,1.63575,-1.34669,0.0414226,-0.799814,1.61896,-1.4558,0.00346798,-0.0792139,-0.0854085,-0.289384,0.00354203,-0.178051,-0.0763529,0.047391,-0.0152504,0.118086,-0.0182249,-1.25674,-0.0144285,0.101257,-0.0303068,-1.21225,-0.00432587,0.104928,0.347897,-0.668616,0.221052,0.0232179,0.440386,-0.341055,0.120229,-0.156937,-0.505911,-0.349246,-0.0194788,-0.139116,-0.348806,-0.232329,
-0.00219265,0.0364466,-0.0100202,0,0,-1,-0.1,0,0,0.033907,0.762986,-1.63995,0.857799,0.0386782,0.781218,-1.62523,0.685265,0.0366238,-0.820477,1.63571,-1.35641,0.0412868,-0.799235,1.61881,-1.46524,0.0014108,-0.0573587,-0.0783622,-0.397476,0.00138673,-0.169168,-0.0639711,-0.0230424,-0.016909,0.0600608,-0.0122919,-1.03968,-0.0169683,0.0475853,-0.0154366,-1.03213,-0.00442152,0.107593,0.349684,-0.668212,0.222431,0.0267901,0.439105,-0.342279,0.119646,-0.162435,-0.50682,-0.343758,-0.0192258,-0.133672,-0.348402,-0.227886,
-0.00648867,0.0339894,-0.00730726,0,0,-1,-0.1,0,0,0.0339229,0.762583,-1.64055,0.854249,0.0386948,0.779909,-1.62569,0.684738,0.0364946,-0.82027,1.63578,-1.36442,0.0411639,-0.798937,1.61866,-1.47301,0.0030258,-0.0400716,-0.0728128,-0.480158,0.00292939,-0.157933,-0.0514121,-0.0974717,-0.0113179,-0.011648,0.0260049,-0.833854,-0.0121272,0.0273734,-0.0211862,-0.92963,-0.00567013,0.103288,0.344082,-0.673061,0.223735,0.024726,0.437272,-0.35416,0.121836,-0.158736,-0.500737,-0.353262,-0.020865,-0.132636,-0.348459,-0.240326,
-0.0103565,0.0306299,-0.00372773,0,0,-1,-0.1,0,0,0.0339502,0.762302,-1.64114,0.84984,0.0387194,0.778628,-1.62606,0.683574,0.0364291,-0.820569,1.6359,-1.37052,0.0410951,-0.798737,1.61847,-1.48065,0.00372376,-0.0270828,-0.0661589,-0.55031,0.00331467,-0.144516,-0.0365281,-0.17211,-0.00428258,-0.0534772,0.0131656,-0.637882,-0.00477903,0.0222363,-0.023857,-0.879736,-0.0053485,0.0999249,0.339569,-0.674527,0.225135,0.0238663,0.435109,-0.363835,0.123708,-0.151802,-0.495706,-0.361768,-0.022257,-0.130981,-0.342082,-0.249957,
-0.0139939,0.0266309,-0.00120972,0,0,-1,-0.1,0,0,0.0339815,0.762141,-1.64165,0.845195,0.0387514,0.777464,-1.62628,0.682253,0.0364194,-0.821111,1.63602,-1.37491,0.0410822,-0.798564,1.61828,-1.48762,0.00470991,-0.0167884,-0.0597135,-0.605198,0.00453122,-0.14692,-0.0247067,-0.168508,0.00125869,-0.0769942,0.0149929,-0.549239,0.00116274,0.0245805,-0.0239873,-0.867538,-0.00579337,0.0961967,0.332465,-0.679814,0.224541,0.0211206,0.430921,-0.37481,0.128681,-0.145381,-0.486813,-0.37786,-0.0252672,-0.133087,-0.337884,-0.265278,
-0.0147946,0.0226203,0.00111575,0,0,-1,-0.1,0,0,0.0340163,0.762059,-1.6421,0.84014,0.0387837,0.776346,-1.62647,0.681114,0.0364454,-0.821769,1.63614,-1.37885,0.0411072,-0.798361,1.6181,-1.49458,0.00473836,-0.00605724,-0.0535306,-0.654908,0.00449845,-0.150487,-0.0203053,-0.14338,0.00507845,-0.0848623,0.0172344,-0.512305,0.00500776,0.0297902,-0.0217892,-0.874223,-0.0055372,0.0944993,0.329183,-0.682573,0.223852,0.0230582,0.427914,-0.381126,0.131252,-0.140878,-0.482754,-0.386487,-0.0260525,-0.135023,-0.335012,-0.271535,
-0.0138287,0.0184556,0.00247759,0,0,-1,-0.1,0,0,0.0340507,0.762062,-1.6425,0.834701,0.0388167,0.775076,-1.62661,0.679969,0.0364958,-0.822402,1.63629,-1.38292,0.0411573,-0.798077,1.61793,-1.50163,0.0033397,0.005815,-0.0472612,-0.701398,0.00322063,-0.14726,-0.014628,-0.148199,0.00632078,-0.0826196,0.0195291,-0.512368,0.00632416,0.0365726,-0.0180216,-0.888568,-0.00558961,0.0926624,0.326642,-0.683444,0.223343,0.0248864,0.426544,-0.386491,0.132287,-0.137193,-0.479828,-0.392025,-0.0261177,-0.137416,-0.335638,-0.27496,
-0.0104791,0.0144328,0.00306383,0,0,-1,-0.1,0,0,0.0340691,0.762164,-1.64287,0.828525,0.0388346,0.773863,-1.62672,0.678516,0.0365466,-0.823102,1.63647,-1.38765,0.0412081,-0.797741,1.61781,-1.50928,0.000691987,0.0174282,-0.0407504,-0.748307,0.000759213,-0.137203,-0.0121782,-0.177348,0.00508518,-0.0722359,0.021016,-0.541273,0.00514716,0.0309083,0.0101704,-0.920568,-0.00502008,0.0911128,0.324346,-0.682074,0.222458,0.0271497,0.424893,-0.38888,0.13297,-0.134867,-0.47817,-0.394205,-0.0258766,-0.139015,-0.33624,-0.274356,
-0.00764187,0.0117236,0.00328335,0,0,-1,-0.1,0,0,0.0340693,0.762362,-1.6432,0.821956,0.0388351,0.772755,-1.62682,0.676827,0.0365861,-0.823653,1.63664,-1.39245,0.0412441,-0.797426,1.6178,-1.51701,-0.00067584,0.0285715,-0.0355151,-0.794698,-0.000603359,-0.123482,-0.0121921,-0.219873,0.00412582,-0.0569287,0.0201289,-0.589277,0.00350289,0.0343816,0.00403927,-0.905687,-0.00508265,0.0903328,0.322584,-0.678361,0.221672,0.0301945,0.425255,-0.386926,0.132434,-0.131804,-0.477744,-0.391414,-0.0244518,-0.140123,-0.340806,-0.268155,
-0.00505391,0.00960088,0.00208116,0,0,-1,-0.1,0,0,0.0340687,0.762566,-1.6435,0.8158,0.0388346,0.771827,-1.62693,0.674881,0.0366151,-0.824031,1.63679,-1.3974,0.0412713,-0.797137,1.61779,-1.52416,0.000345807,0.0186688,-0.0370863,-0.737391,0.000227302,-0.108998,-0.014749,-0.265068,0.00293579,-0.0384933,0.0179159,-0.644624,0.00289518,0.0356888,-0.00131376,-0.888857,-0.00397182,0.0890858,0.32147,-0.673853,0.220902,0.0315783,0.423859,-0.385639,0.132974,-0.131125,-0.476239,-0.389287,-0.0243166,-0.139311,-0.340095,-0.263819,
-0.00203809,0.00734525,0.00150518,0,0,-1,-0.1,0,0,0.0340675,0.762664,-1.64386,0.811761,0.0388332,0.77121,-1.62703,0.673021,0.0366286,-0.824225,1.63689,-1.40171,0.0412844,-0.796903,1.61779,-1.52993,-0.0010739,-0.00178254,-0.0428126,-0.635229,-0.00129498,-0.0973308,-0.0155936,-0.304621,0.000743459,-0.0276263,0.0187795,-0.679208,0.000650778,0.0368814,0.00097758,-0.890204,-0.00361796,0.0907655,0.323934,-0.677932,0.220956,0.0319442,0.424025,-0.385818,0.133008,-0.133769,-0.479136,-0.391005,-0.0234823,-0.138878,-0.33913,-0.261789,
0.00134392,0.00485043,0.00107294,0,0,-1,-0.1,0,0,0.0340484,0.76253,-1.64411,0.80738,0.0388156,0.770495,-1.62714,0.670727,0.0366216,-0.82439,1.63702,-1.40656,0.0412769,-0.796611,1.6178,-1.53665,-0.00356639,-0.0294622,-0.029058,-0.545281,-0.00339995,-0.0825769,-0.0151533,-0.347394,-0.0023038,-0.0168522,0.0172921,-0.704229,-0.00236513,0.041422,0.00222735,-0.900651,-0.00331417,0.0929147,0.32652,-0.685473,0.221844,0.0308252,0.425074,-0.388624,0.131691,-0.136484,-0.483535,-0.394596,-0.0227746,-0.13936,-0.339822,-0.26263,
0.00348732,0.00308255,0.000464118,0,0,-1,-0.1,0,0,0.0340117,0.762216,-1.6443,0.803041,0.0387805,0.769893,-1.62726,0.667548,0.036593,-0.82447,1.63715,-1.41269,0.0412498,-0.796248,1.61781,-1.5439,-0.00471199,-0.0458091,-0.0180211,-0.487699,-0.00453172,-0.0691418,-0.015377,-0.396909,-0.00469153,-0.0045744,0.0148114,-0.736978,-0.0046287,0.0483415,-0.00194947,-0.909453,-0.00316559,0.09592,0.32588,-0.693125,0.22119,0.0292605,0.424248,-0.390822,0.13198,-0.138664,-0.485778,-0.398912,-0.02261,-0.140216,-0.340289,-0.263909,
0.00493244,0.00198943,-0.000918167,0,0,-1,-0.1,0,0,0.0339756,0.76185,-1.64441,0.799462,0.0387462,0.769422,-1.62738,0.664405,0.0365504,-0.824494,1.63732,-1.41837,0.0412109,-0.795892,1.6178,-1.5507,-0.00521651,-0.0501232,-0.0127668,-0.472886,-0.00496745,-0.0573443,-0.0164563,-0.438347,-0.00729162,0.00240475,0.0183969,-0.763763,-0.00715317,0.0439588,0.00637694,-0.90986,-0.00263024,0.0990322,0.326479,-0.699478,0.220744,0.0283747,0.422752,-0.39122,0.132356,-0.141561,-0.48799,-0.401214,-0.0224388,-0.140496,-0.338811,-0.262924,
0.00574183,0.00118146,-0.0027924,0,0,-1,-0.1,0,0,0.0339357,0.761452,-1.6445,0.795671,0.0387084,0.769015,-1.62752,0.660707,0.036478,-0.824428,1.63744,-1.42457,0.0411397,-0.795533,1.61785,-1.558,-0.00465236,-0.0483747,-0.00971455,-0.478155,-0.00437171,-0.0452428,-0.0179684,-0.483444,-0.0102512,0.0128203,0.0143451,-0.786758,-0.010081,0.0463462,0.00489408,-0.915643,-0.00262537,0.101271,0.327669,-0.703444,0.220662,0.0286295,0.422935,-0.389771,0.131736,-0.143256,-0.490994,-0.400274,-0.0215095,-0.140293,-0.339359,-0.258782,
0.00551116,0.00107343,-0.00418825,0,0,-1,-0.2,0,0,0.0339021,0.761088,-1.64457,0.791766,0.0386768,0.768686,-1.62768,0.656646,0.0363848,-0.824284,1.63754,-1.43098,0.0410477,-0.795142,1.61787,-1.56537,-0.00325109,-0.0424701,-0.00891405,-0.498957,-0.00301592,-0.0330122,-0.0194691,-0.528607,-0.0113395,0.0223979,0.0118622,-0.814747,-0.0112049,0.0514757,0.000272617,-0.927606,-0.00227791,0.102573,0.327786,-0.706147,0.220371,0.0282825,0.422575,-0.388242,0.131709,-0.145743,-0.493051,-0.399698,-0.0211201,-0.140154,-0.339126,-0.255207,
-0.066817,-0.00793628,0.00801145,0,0,-1,-0.2,0,0,0.0340606,0.760524,-1.64486,0.788775,0.0388348,0.768491,-1.6279,0.652075,0.0365441,-0.824283,1.63796,-1.43806,0.0412016,-0.794455,1.61808,-1.57475,0.0575881,-0.109995,-0.075095,-0.095938,0.0561838,-0.0122324,-0.0424669,-0.528967,0.0702132,-0.0433063,0.109971,-0.836836,0.0684485,0.149843,0.0494981,-1.43143,0.0835004,-0.111343,0.0584389,-0.913817,0.129043,-0.108879,0.256616,-0.683265,0.262898,-0.127389,-0.190787,-0.987513,-0.117716,-0.0324986,-0.0992221,-0.757857,
-0.134306,-0.0176732,0.0242768,0,0,-1,-0.2,0,0,0.0347768,0.75942,-1.64589,0.789774,0.0395385,0.768682,-1.62849,0.647474,0.0374844,-0.82502,1.63943,-1.44491,0.0421337,-0.792666,1.61873,-1.58909,0.108617,-0.149511,-0.178139,0.269736,0.107884,0.0737841,-0.10768,-0.675133,0.150053,-0.124228,0.232834,-0.873083,0.149695,0.265912,0.144226,-2.11484,0.0748208,-0.0674589,0.0909974,-1.10676,0.137011,-0.0745445,0.257862,-0.83913,0.245863,-0.135782,-0.243639,-1.14218,-0.0837167,-0.0765895,-0.12758,-0.94433,
-0.156599,-0.0213469,0.0374432,0,0,-1,-0.2,0,0,0.0357803,0.758031,-1.64783,0.793294,0.0405374,0.769803,-1.62977,0.640705,0.0389481,-0.826454,1.64206,-1.45275,0.0435903,-0.790095,1.62039,-1.60943,0.117961,-0.180525,-0.266031,0.539514,0.117406,0.180174,-0.190232,-0.898095,0.183114,-0.18984,0.336248,-0.945714,0.182289,0.334402,0.236131,-2.63174,0.0729389,-0.0798035,0.0923204,-1.22823,0.150484,-0.102651,0.277579,-0.973508,0.221515,-0.142714,-0.282677,-1.24868,-0.0820853,-0.0875263,-0.130674,-1.03496,
-0.144923,-0.0202189,0.0459287,0,0,-1,-0.2,0,0,0.0366563,0.756445,-1.65023,0.798495,0.0414115,0.771579,-1.63161,0.632832,0.0404131,-0.828184,1.64513,-1.46081,0.0450522,-0.78717,1.62251,-1.6322,0.0970918,-0.214726,-0.326344,0.737731,0.09703,0.254428,-0.26448,-1.04864,0.177831,-0.220587,0.394393,-1.05536,0.177471,0.391005,0.284928,-3.02164,0.0713589,-0.0786095,0.0971569,-1.27926,0.15787,-0.120917,0.292838,-1.02745,0.206202,-0.135953,-0.31669,-1.28736,-0.0783605,-0.0902973,-0.134378,-1.05391,
-0.125401,-0.0179249,0.0502984,0,0,-1,-0.2,0,0,0.0372034,0.754964,-1.6525,0.803737,0.0419605,0.773379,-1.63351,0.625734,0.0415139,-0.829692,1.64791,-1.46756,0.0461542,-0.7845,1.62445,-1.65111,0.0726958,-0.237406,-0.370506,0.86174,0.0730184,0.291322,-0.3151,-1.11617,0.162189,-0.230143,0.435776,-1.19747,0.161942,0.426306,0.309182,-3.25273,0.0727332,-0.0760928,0.100401,-1.28645,0.164047,-0.131154,0.313787,-1.02176,0.194086,-0.127902,-0.341628,-1.28453,-0.0750516,-0.0864331,-0.137651,-1.02682,
-0.0978008,-0.0142124,0.0525713,0,0,-1,-0.2,0,0,0.0376794,0.752774,-1.65573,0.811046,0.0424439,0.775977,-1.63626,0.616084,0.0427694,-0.831602,1.65173,-1.4792,0.0474151,-0.780715,1.627,-1.68169,0.0421219,-0.270223,-0.398765,0.96088,0.0432901,0.311054,-0.365764,-1.13458,0.135493,-0.208601,0.444472,-1.39109,0.136512,0.459258,0.322751,-3.50753,0.0746843,-0.0725568,0.104642,-1.26337,0.167572,-0.134286,0.333448,-0.975313,0.185795,-0.11974,-0.358994,-1.25166,-0.0714114,-0.0808328,-0.141717,-0.971716,
-0.0792676,-0.0129129,0.0513445,0,0,-1,-0.2,0,0,0.037924,0.750523,-1.65901,0.819507,0.0426982,0.778402,-1.63952,0.607283,0.0437641,-0.833555,1.65576,-1.4907,0.0484188,-0.777183,1.6301,-1.71035,0.0208035,-0.290254,-0.416964,1.01583,0.0224017,0.290209,-0.394418,-1.05376,0.113749,-0.249211,0.508391,-1.46025,0.115441,0.401938,0.434624,-3.61876,0.0773896,-0.0644467,0.109075,-1.21132,0.167418,-0.133297,0.356037,-0.884301,0.179234,-0.109832,-0.374377,-1.1867,-0.0660398,-0.074298,-0.149333,-0.878637,
-0.0653443,-0.0101464,0.0465841,0,0,-1,-0.2,0,0,0.038037,0.748126,-1.66238,0.827725,0.0428347,0.780541,-1.64271,0.599352,0.0445978,-0.83553,1.65985,-1.50276,0.0492644,-0.774038,1.63347,-1.73901,0.010499,-0.307163,-0.420498,1.03168,0.0144089,0.245892,-0.409252,-0.914714,0.0951634,-0.245598,0.52187,-1.56198,0.0968473,0.381162,0.411009,-3.53877,0.0804397,-0.060779,0.113476,-1.1422,0.167548,-0.123222,0.385783,-0.769876,0.171282,-0.089147,-0.393836,-1.09804,-0.0609345,-0.0625449,-0.161764,-0.751407,
